VALUE	ABB	AVL
30403	33	15
18209	34	15
27106	35	14
9792	32	13
8883	34	14
31331	30	15
10022	35	14
29848	32	14
900	25	8
22953	27	15
21615	38	15
6828	32	15
22968	39	15
1784	36	14
8446	38	14
2763	33	15
3640	35	14
18475	29	15
31122	30	12
969	34	14
5456	29	13
28136	30	13
9097	33	14
20377	42	15
763	28	11
9938	24	14
4937	29	14
20510	34	15
13409	34	16
4864	33	14
478	26	15
20031	31	11
12958	30	14
11183	29	12
1508	34	14
16186	33	15
12997	33	14
21299	44	15
13224	33	12
29754	31	14
22308	32	15
8500	36	14
2186	31	11
26667	21	12
5578	32	13
16150	31	15
9638	35	13
8141	33	16
26695	34	15
26809	24	7
7603	25	14
20487	33	15
10419	34	12
25955	30	15
23082	36	12
15999	28	15
16370	36	14
3322	36	15
23467	32	13
4199	34	15
2357	32	13
11639	28	16
22942	37	14
31642	28	14
3780	32	14
25751	32	15
1302	37	13
3559	29	14
1020	33	15
16851	33	16
29434	38	15
32428	26	14
8339	31	13
17555	30	14
29030	31	14
16039	30	13
16676	29	15
2719	40	15
19535	35	14
14858	34	16
28903	36	13
17110	25	11
17766	25	14
205	26	10
16575	27	12
14370	34	16
17215	32	14
18760	25	15
3963	30	15
2219	35	15
31667	30	14
257	30	14
10069	31	13
23883	31	14
7555	35	15
24515	29	11
21695	32	14
13635	35	15
15677	29	11
12528	27	14
23136	37	14
6700	33	15
2404	32	14
18199	30	15
26201	33	12
20528	27	13
2507	30	15
19913	30	14
27852	31	13
22137	32	15
28226	35	14
28073	30	13
2975	31	14
19434	33	14
12404	30	15
30403	33	15
23421	34	14
3085	35	16
3344	36	16
1311	38	13
21022	37	14
6221	31	14
6183	29	14
21397	43	13
6601	32	15
8550	35	14
28886	32	14
12514	32	15
535	30	13
17689	29	13
22564	34	15
19196	28	14
28153	26	13
21540	30	14
12077	39	15
17571	28	14
25340	35	14
13425	32	15
8321	34	14
18745	26	15
7628	30	15
13198	36	15
30919	32	13
4819	30	15
20471	38	14
23901	30	11
29350	23	10
5776	26	15
27380	32	14
11021	26	15
31205	34	13
19242	30	14
7268	34	15
7752	38	16
10704	34	14
15818	31	14
24471	26	14
7342	32	15
2782	33	13
26913	25	11
18514	24	15
8067	35	14
21394	44	14
692	30	11
27344	27	13
2980	30	12
12447	31	16
12919	37	14
1286	35	13
17856	30	15
22607	40	16
26782	33	15
19756	34	14
22212	37	15
27941	32	15
17840	31	15
2424	36	15
13463	36	17
29634	34	13
18653	25	14
21805	31	13
776	27	15
24581	32	14
14481	30	14
14036	41	15
24837	33	12
32118	31	13
31049	33	15
27593	26	12
5645	30	14
14053	42	16
18086	30	14
3322	36	15
13287	34	16
334	30	15
703	31	14
28908	33	12
149	23	15
28160	27	13
4028	31	16
28415	34	13
15492	31	14
10238	30	11
26529	24	15
26610	28	13
6405	35	14
24742	32	15
26215	34	14
14249	41	16
29441	38	15
28560	35	14
31313	29	12
29742	32	14
9703	38	14
10681	29	12
11901	25	15
7671	32	15
2794	34	14
13281	33	15
17338	35	16
9575	36	13
30826	30	14
21553	35	14
19353	27	13
27030	33	15
21935	37	15
1825	32	10
31175	23	11
5205	29	14
5853	33	14
23449	32	13
8089	34	16
30573	38	12
13604	30	15
23126	38	14
1513	35	14
20264	39	14
30520	31	15
31888	32	14
6433	33	14
3603	30	14
7681	32	15
30170	31	14
7061	34	14
5633	32	14
18835	35	13
21833	34	14
21014	39	15
595	34	15
10848	35	15
16856	31	15
24259	36	14
26487	28	13
21164	40	13
22027	34	15
15907	29	12
11183	27	12
15426	31	15
24275	31	14
6769	34	16
23828	31	15
22118	31	15
434	32	14
26935	26	14
10458	34	13
12298	31	15
3615	33	16
1823	39	14
22485	36	15
4677	29	15
32300	31	14
17925	34	15
29756	30	12
7936	29	16
27238	38	14
8528	37	15
31918	32	13
18419	33	15
29949	31	13
3203	31	15
18546	28	15
12752	32	16
28709	28	13
4111	34	15
259	28	10
22461	33	16
17339	36	16
10348	31	14
21708	35	13
776	27	15
22060	36	16
7015	36	14
18224	32	16
27414	36	14
31891	32	15
14270	31	14
16845	31	15
4509	39	15
13857	35	16
13034	33	16
19202	28	14
12051	28	16
14018	30	5
6460	25	14
1454	31	13
17255	28	16
1277	38	14
1067	33	15
24123	33	15
7918	31	13
12060	34	12
2797	33	14
2268	35	14
30624	34	11
23438	28	13
8516	33	15
13586	35	16
24196	31	13
14473	31	15
22683	37	15
6773	35	16
10601	36	15
3828	31	14
14161	31	12
17073	26	10
9431	34	13
31875	32	16
6741	31	10
13519	28	15
8773	35	14
6436	33	14
21747	34	16
26038	33	13
13964	29	17
2970	35	15
749	28	14
4593	37	14
15516	32	15
20839	39	15
16590	29	9
25778	25	14
28782	30	11
15856	32	15
15995	31	15
4119	37	16
13882	31	14
29916	29	11
24587	28	14
15021	30	14
25065	32	13
25533	33	15
24792	33	14
26163	29	13
4813	30	15
32498	25	9
11478	14	11
13216	30	15
30608	35	13
17868	27	15
25636	28	10
10343	26	14
3690	31	14
20975	36	14
15585	32	15
22777	34	10
13719	31	16
30203	33	15
14145	33	15
7307	35	14
8201	33	16
12140	40	15
22496	34	14
11802	30	14
602	33	15
28607	32	10
23638	25	13
24237	28	13
3076	33	16
215	34	14
7691	35	14
15579	30	13
212	29	12
2206	29	14
5965	32	14
21900	33	16
1692	35	11
28655	29	12
16031	30	15
29188	33	13
31529	29	15
12468	36	15
11348	32	14
30493	33	15
26228	36	14
20299	40	16
15965	34	15
18899	29	13
23836	31	15
815	34	15
11872	27	13
23814	29	14
26388	33	14
21204	39	16
19978	31	13
19580	29	15
16025	34	16
9938	29	14
23973	31	13
10534	33	15
31592	29	15
6214	31	14
12525	31	12
23204	33	16
32301	28	10
32373	24	14
5663	32	13
14858	33	16
12350	34	15
32691	29	14
13140	37	16
18917	31	15
27529	23	7
10628	25	15
19981	34	13
12153	39	16
7884	32	15
21504	40	15
12559	32	14
20813	36	16
516	33	13
21628	33	15
9329	36	15
16106	28	16
28455	32	13
17254	28	16
11251	30	14
17887	30	13
13077	33	16
22897	36	10
32657	22	11
22536	29	15
27340	31	13
10226	32	14
29272	33	15
10000	32	13
16604	33	14
12426	32	16
15225	33	13
6453	32	15
7964	37	15
8198	34	16
21916	39	16
31563	30	14
10394	33	14
12419	32	16
26742	28	13
5124	29	13
4056	36	13
30422	24	13
28830	34	14
31854	35	15
7477	35	16
7979	38	15
6556	36	15
25021	35	13
31145	34	15
23787	29	13
32323	30	14
5195	34	13
4533	40	15
4580	35	11
17218	27	14
2013	29	14
9370	31	12
28836	31	15
16373	38	14
10536	34	15
21450	39	15
7717	33	14
10625	32	15
11412	33	15
18076	30	14
5808	25	13
29727	31	14
14911	32	16
13891	37	15
23035	37	13
24248	35	15
6981	35	14
30209	29	13
8853	33	12
23731	27	14
19519	38	14
19352	31	14
11395	34	13
21003	29	8
6409	25	13
11266	28	14
20268	42	15
21924	37	16
9673	38	14
12385	29	15
28274	27	12
28127	31	14
2348	34	15
22329	37	15
1826	34	14
31596	29	15
23539	38	14
26077	35	14
23182	34	15
18015	33	15
25007	35	13
32295	29	12
32120	30	14
24966	31	12
11976	29	15
15468	35	15
20018	36	13
22522	35	15
28612	35	13
29103	29	14
5636	32	14
22773	35	15
13766	38	16
19989	34	13
22990	37	13
21987	35	14
27733	26	14
3993	31	16
7662	36	15
18108	29	12
23647	26	14
2305	28	13
8548	34	15
2192	33	13
24702	33	14
5393	32	14
21556	36	15
2660	34	15
11897	28	15
18942	28	15
3340	31	12
15420	31	15
23054	39	15
294	26	16
16935	31	15
29817	33	14
29935	31	11
1789	31	12
18801	30	15
16229	35	16
28682	34	14
1867	27	15
25580	33	15
19725	30	13
8717	32	15
2453	35	15
6226	26	14
29007	28	11
5930	28	14
4568	35	15
8444	39	14
27187	33	14
3608	31	15
14718	31	14
28930	34	13
24703	33	14
18010	30	14
21642	36	15
5284	33	9
22149	26	14
963	36	14
30486	32	15
28905	35	13
31040	31	15
27450	30	13
28415	31	13
9861	31	13
1951	29	14
7355	29	10
1503	31	12
7168	32	14
17441	28	14
11934	27	15
7995	37	13
29461	31	13
9378	35	13
28188	30	14
1790	32	13
27993	28	12
13429	31	16
2319	32	14
1062	33	15
1053	35	15
23730	30	14
1273	36	14
958	31	10
14228	34	15
1745	35	14
10056	35	15
28684	33	14
22841	38	15
19832	31	13
13016	31	15
2059	31	15
21867	31	13
12178	32	15
7866	32	16
19228	34	15
16474	29	10
31137	30	14
10804	33	15
19704	31	14
10791	32	15
22869	34	13
29192	31	13
1513	34	14
32327	29	13
20317	37	15
27385	31	15
29498	35	15
29225	36	14
29565	26	9
25996	18	7
7147	25	14
18200	28	13
16097	26	13
32524	28	13
19882	26	11
25442	30	12
20657	34	15
9168	35	13
9727	35	13
1722	33	14
24805	32	14
1729	37	14
15303	33	16
7643	36	15
21851	36	15
12822	31	16
31971	33	14
31086	31	14
11558	27	15
5474	36	15
5169	35	10
27694	23	15
13866	36	16
13521	35	16
27579	34	12
5194	32	13
16614	33	14
23982	32	14
7983	36	15
21514	41	14
18064	30	13
1065	32	15
29328	29	14
15798	33	15
13671	34	16
11864	31	15
8490	31	13
30388	31	10
22341	30	16
4219	38	16
6347	33	14
22000	36	15
1651	33	13
16004	31	16
30000	31	12
16769	28	13
9410	35	12
5847	33	15
20414	39	13
3977	31	16
2263	36	13
19022	27	13
14195	33	14
28252	25	13
21959	32	15
9600	35	14
25883	33	15
6117	39	15
28900	32	9
32579	25	13
32711	27	14
21574	37	16
2518	37	15
28783	33	13
1403	34	15
4031	26	15
26861	33	14
14565	42	15
11303	33	14
2001	26	14
30645	36	15
30160	30	13
20184	43	16
21411	42	12
14283	34	16
3371	40	16
15152	36	15
19364	34	15
7152	30	11
29316	25	14
29460	32	13
5234	34	12
30556	29	11
10495	30	14
13988	37	16
20731	42	13
30548	31	12
9885	28	13
27248	36	15
16354	38	15
23295	31	14
31934	25	12
11752	27	15
18468	28	15
23926	36	14
27109	29	10
13845	29	16
14587	40	16
1562	34	13
14524	40	15
16519	25	12
16642	31	15
21290	43	15
4184	33	15
12943	33	14
24730	32	14
29333	27	13
6589	36	15
14510	37	15
23437	32	13
32012	30	14
7845	32	16
31308	31	13
28146	25	13
26460	29	14
1405	34	13
13741	35	16
18513	29	15
7675	32	15
20145	38	14
22562	35	15
5895	33	14
32480	32	15
30505	33	15
26236	34	12
6379	30	9
9624	30	13
25620	24	9
18886	24	14
2353	32	14
15767	29	16
15332	32	15
21556	37	15
24719	30	14
20172	41	15
20633	36	13
4694	32	16
12703	36	16
14456	39	16
32579	32	13
15505	29	12
9349	35	15
20031	31	11
10434	30	14
23760	28	14
21969	34	15
19328	32	15
10193	33	12
31863	31	13
7335	31	15
4322	37	15
26691	33	15
28313	30	12
31773	27	14
24623	32	15
907	31	15
2666	30	14
17380	29	16
2662	31	14
1666	35	14
27127	33	14
9259	35	13
17419	24	15
17509	32	15
276	30	13
14528	40	15
5058	33	11
23325	31	14
8342	33	15
20344	40	15
3868	35	16
19652	32	13
14787	31	15
28114	31	15
22961	39	15
21092	43	15
30215	30	14
22999	37	14
6767	30	13
19458	38	14
30441	33	16
10820	37	14
23345	32	14
29147	29	13
21052	41	14
8683	29	11
1683	29	12
10989	33	15
7834	33	16
23127	39	14
30725	32	14
11449	30	14
9230	35	13
431	30	14
21023	38	14
18504	26	15
1297	37	13
12252	33	16
3893	34	15
2156	27	13
29624	30	13
5870	30	14
42	22	14
1352	34	14
18219	31	14
4796	31	15
11657	34	16
4370	43	15
1369	35	13
23499	33	13
20177	39	14
8728	33	14
13546	33	16
24946	26	9
19473	31	13
7681	31	15
2933	36	15
3899	33	15
32181	29	14
27222	35	13
19444	36	15
395	32	15
7840	33	16
26177	31	12
26997	35	15
28038	34	14
9339	35	15
12692	33	16
16914	34	15
16429	29	14
29260	32	10
25868	30	14
1570	30	11
14537	36	14
6474	31	15
8152	33	15
8113	31	13
653	31	14
7152	29	11
3669	32	16
11822	32	13
4471	37	15
26448	32	15
19996	33	13
27236	34	13
18039	28	15
30378	38	15
21310	43	14
1708	35	13
7891	30	17
21821	37	14
13006	33	15
24416	30	15
29386	34	14
29277	34	15
30368	36	16
3986	34	16
1912	31	11
31686	29	14
24145	30	14
15870	27	14
30713	31	13
12848	28	15
12679	31	15
13886	36	15
14801	31	14
27683	29	15
1914	31	14
8765	34	14
16523	27	14
15117	25	11
10164	38	15
30702	33	14
1185	33	15
26258	33	13
26645	28	13
28478	29	14
29084	29	15
12835	27	13
11289	28	14
5191	31	10
32636	26	15
8402	35	14
26974	31	14
18886	29	14
31578	28	14
11108	31	15
21856	34	14
20431	38	14
17228	31	13
7336	31	15
8327	32	13
8895	34	14
31113	27	13
2056	29	15
25189	33	14
18035	25	12
29390	30	13
3678	30	15
6968	34	13
20919	35	15
25600	32	14
25865	34	15
28343	31	11
19969	27	11
4882	23	9
21311	37	14
31755	30	14
16224	30	14
3881	32	15
6564	37	14
30491	33	15
26799	29	13
13310	32	12
30748	33	15
26380	31	14
8206	33	16
31876	35	16
17886	36	15
11784	27	8
18323	26	15
26828	32	14
20427	38	14
15935	30	15
15932	31	15
31525	31	15
28925	35	13
8236	34	15
23848	31	13
4231	34	13
6562	32	13
11802	29	14
21767	31	14
6194	27	14
14347	35	17
10470	40	15
32720	29	16
28306	35	13
14336	28	13
2566	33	15
31410	32	13
24422	26	15
3159	37	15
14026	39	12
7244	34	15
4897	31	13
30405	31	15
30946	31	11
6944	30	14
27536	31	13
499	27	14
24609	31	15
30789	36	15
5054	34	14
25044	36	14
29057	34	14
605	33	15
18197	31	15
11831	32	15
18278	33	14
1223	38	14
5061	32	13
11160	30	13
1831	33	14
30486	32	15
7274	36	14
5692	30	11
20426	32	13
16577	33	15
7401	31	15
9085	32	11
1551	29	14
25883	33	15
13978	32	17
11618	35	16
8625	38	15
11142	34	15
18349	33	14
15474	35	15
24552	30	15
6116	39	15
20934	41	15
25546	30	14
32562	30	14
18255	33	13
13291	33	16
9070	32	15
26707	32	14
1290	36	14
15264	28	11
17629	29	15
26778	29	15
11191	28	13
20816	35	16
26088	37	14
24935	30	13
9930	21	10
17391	25	16
9667	38	14
4330	40	16
10301	34	15
30686	33	15
10333	32	14
22573	37	15
26246	34	12
32015	29	14
25581	32	15
8789	37	13
30406	29	13
20585	32	15
27853	32	13
20773	39	16
5955	34	14
19566	28	14
13196	34	14
21187	40	16
32280	34	14
3355	33	15
26943	23	12
17599	29	15
43	26	15
19215	30	13
32279	31	14
18513	27	15
9312	35	13
29168	22	9
28217	27	14
27618	29	15
30476	35	13
30219	27	13
20681	34	13
19918	30	14
12717	26	10
11578	25	16
23880	34	14
23657	31	13
2776	33	15
12043	27	13
23329	30	13
22336	28	10
17010	25	15
30	23	14
12158	31	8
30113	22	14
15907	28	12
3279	32	15
32096	34	13
22109	29	15
18952	28	15
14101	41	15
3055	33	14
7372	31	11
20904	36	15
31658	30	14
26383	30	14
24338	31	15
9514	29	9
29293	26	14
28211	27	10
18849	26	12
7877	29	16
11780	31	15
17782	31	16
7167	36	14
15479	33	15
16069	32	15
23784	29	13
25290	37	13
506	27	12
23767	27	14
549	31	15
4857	33	14
14068	37	14
32148	34	15
12333	35	15
27236	36	13
21870	32	14
22578	32	14
4463	38	16
14727	33	15
15495	29	8
7587	29	15
26663	33	15
31362	31	14
31593	27	14
26553	29	15
20714	36	13
22885	31	12
18557	28	15
9102	33	11
4991	28	13
4523	40	15
30939	35	14
31523	29	14
30193	28	14
17668	26	13
3077	33	16
583	34	14
17890	32	16
12120	40	14
8148	31	14
10939	31	14
3106	34	14
23560	32	14
24754	29	16
17299	33	15
7809	33	14
16503	32	15
18954	28	15
2015	30	14
993	37	15
24521	32	13
19197	26	14
139	26	12
24207	27	14
23530	35	13
9047	31	14
15748	23	11
20691	34	14
6098	36	15
3265	34	15
10780	34	16
4037	29	16
20232	41	15
1080	35	16
176	31	15
6243	27	14
18021	31	14
18365	33	15
8584	39	15
15073	31	14
31259	34	14
23630	31	13
20734	40	14
28736	28	14
27894	30	14
12310	31	15
8419	32	13
11810	31	15
31969	32	14
11489	28	14
2334	32	13
11485	26	14
24747	30	15
20178	40	13
29590	32	15
21454	39	15
13067	35	16
4952	34	15
16211	29	13
16368	34	14
12002	38	15
21598	39	13
32480	31	15
6316	26	15
193	24	12
25538	32	15
30195	28	12
9971	30	14
20907	39	15
31497	26	9
6735	26	14
25227	35	15
28444	31	14
21329	43	14
7146	32	14
27046	39	14
13385	34	16
31110	28	14
14411	36	16
5817	28	15
6314	26	15
13017	33	15
23863	32	14
10379	29	14
1974	33	15
1390	35	14
24204	29	14
12429	32	16
26094	37	14
14677	29	15
17261	33	16
15209	33	15
26396	32	11
26044	28	13
28319	28	13
26589	30	15
6621	34	12
24163	30	14
9779	32	13
24522	31	14
19549	33	14
5456	29	13
15974	27	14
26504	24	14
11874	24	11
17603	28	15
27589	35	15
30589	36	14
21644	36	15
30060	39	14
149	25	15
5102	31	13
219	29	14
13532	35	16
6513	34	14
22292	34	16
21617	36	12
4154	29	15
32053	28	13
24947	28	14
20121	45	15
10039	33	12
13339	30	16
9319	34	14
15625	31	14
27459	29	13
6692	34	14
15104	29	15
356	31	15
24322	32	15
28858	33	14
17679	28	14
20483	31	14
27129	33	14
13203	37	15
30849	35	14
19445	36	14
5262	34	13
13528	34	16
23788	30	13
9284	35	13
16431	29	14
17543	30	15
25960	31	13
5754	28	12
12241	32	16
26390	35	14
23712	33	13
31332	29	15
29852	33	14
24409	29	15
22313	33	13
15126	28	15
4836	32	12
4005	31	15
8210	34	16
24879	34	15
29532	32	14
30262	33	14
21436	40	15
4703	36	16
29830	34	14
18638	24	14
7403	30	15
10790	31	14
12398	30	15
29599	34	15
18462	31	16
20446	42	15
19096	29	14
32619	30	14
8476	35	14
11771	28	12
23095	34	15
8938	31	12
20176	38	14
11922	27	15
17567	31	14
876	30	15
8534	39	15
24856	30	14
7165	34	14
26815	27	14
1622	33	14
28013	28	15
22086	31	13
26707	30	14
6033	27	13
14360	32	15
28781	32	13
19356	27	14
30649	35	15
7125	37	13
20953	36	15
13752	36	16
29062	37	14
23629	32	14
1046	37	15
19538	35	14
3334	33	15
13860	35	16
4811	34	16
26566	29	15
3893	33	15
12344	31	11
10220	30	14
3717	34	15
6093	37	15
4648	28	16
14384	37	16
16316	37	16
20831	41	15
9236	35	12
21446	35	14
20784	33	12
26531	25	15
7076	34	14
28484	30	14
25708	27	14
14349	35	17
23116	37	11
14560	38	14
14111	37	15
28832	36	14
24782	31	14
19938	33	14
21184	37	13
4359	39	16
7168	36	14
25689	30	15
24435	30	13
482	25	14
28367	35	14
15629	27	11
7728	32	15
13918	36	16
7556	37	15
29110	33	14
20002	34	13
3080	30	12
32326	29	14
29547	32	15
333	28	14
23779	26	10
4832	22	15
19805	31	15
9332	36	15
30647	37	15
28613	35	13
32709	27	14
15930	30	15
29357	30	13
5201	33	13
1819	36	14
10631	32	15
3097	32	15
6226	26	14
25481	30	13
20269	42	16
3479	36	16
21191	39	15
13471	38	16
8908	36	14
25945	32	15
24040	31	15
15688	34	15
26355	29	13
27071	32	14
7270	33	14
25597	33	14
31879	33	16
31528	32	15
9203	36	13
824	32	15
16745	32	14
30729	32	14
12549	28	13
7724	32	14
16979	31	14
14140	31	13
2007	25	14
19891	27	13
17411	22	13
31898	29	14
26289	32	13
31112	26	13
26524	28	15
7115	36	14
28010	28	15
12726	34	17
28233	33	10
15709	31	16
7723	35	14
15440	31	14
24611	31	15
31252	34	13
23413	32	14
11107	31	15
6741	30	10
16513	21	14
1894	29	14
3881	32	15
2173	33	12
14550	36	11
10296	27	14
6271	22	15
3414	35	16
6905	35	15
13834	35	17
16281	32	14
24213	32	15
10967	35	14
30179	28	14
17141	34	16
22544	34	15
20219	39	14
1524	35	14
4749	30	13
2597	31	15
30047	36	14
32541	28	13
31569	27	14
1882	29	14
14978	31	16
20403	39	12
9940	25	14
13633	36	16
1722	36	14
13185	34	15
17222	27	9
9375	30	12
5580	33	14
27916	28	14
26530	27	15
13516	38	16
7354	33	14
9244	34	12
2088	24	11
1629	28	13
476	25	15
3447	29	14
3854	33	16
257	32	14
23346	32	14
16368	35	14
28019	26	13
28841	32	12
9977	29	13
23200	30	16
14484	33	15
32236	31	14
29308	30	14
24692	33	15
10050	36	15
1449	37	14
25389	35	14
27880	31	15
916	35	15
5102	31	13
22004	35	15
9745	28	13
25817	34	16
1560	31	12
2247	31	13
4065	36	13
17872	31	15
6204	27	11
635	33	16
9383	38	13
19228	31	15
25030	36	13
11482	25	14
22229	33	15
19954	27	9
1376	29	13
21749	33	16
24582	33	14
32533	28	13
6166	33	15
1468	38	13
319	28	15
13828	32	15
951	35	14
28875	31	14
6261	26	14
16497	29	13
26750	27	15
22919	34	15
12112	37	15
17910	33	15
16881	31	16
13930	32	15
26415	29	13
5124	29	13
21258	44	13
31899	29	14
26220	34	14
26140	32	13
7573	33	15
18882	27	13
10977	36	16
32321	33	14
26841	26	9
24602	23	14
26027	31	15
8621	37	15
7034	34	14
10440	30	10
17453	26	15
19907	29	13
27806	31	14
12395	30	15
19032	32	15
14661	33	15
12367	30	15
20980	39	15
8746	33	13
30151	30	14
17185	31	15
952	33	13
1141	33	15
17763	29	14
22804	31	14
31427	29	14
7906	34	15
30895	29	13
13243	32	14
6255	27	15
6965	35	14
26860	32	14
926	35	14
22070	33	14
11219	36	15
25216	36	15
30942	35	14
9157	30	13
16769	29	13
5031	31	14
18199	30	15
27473	29	13
20078	35	14
21349	43	13
8330	31	14
12334	34	15
14964	29	14
21695	35	14
27772	35	14
31646	28	14
27803	33	14
6698	31	12
15577	29	15
3047	32	15
3551	29	14
15684	33	15
18205	34	15
31144	36	15
26931	27	14
24258	33	13
25716	25	14
18284	35	14
3269	33	15
21161	45	15
23840	28	10
3968	28	15
4228	37	16
23746	32	14
796	34	15
17410	23	14
9696	38	14
4423	38	15
24575	32	14
13627	36	16
21712	37	15
11747	29	15
31266	35	13
21039	41	16
2586	37	15
32474	33	15
29957	33	13
22385	31	14
23247	36	15
9347	38	15
4335	42	16
24636	29	14
8468	34	14
19711	25	12
19925	31	14
3520	32	14
22056	32	13
13861	33	16
13693	36	15
14522	34	13
19875	29	14
3004	30	15
4324	35	12
24903	28	14
13820	40	15
30189	27	14
3292	34	14
20730	41	14
590	33	15
27639	27	14
4601	31	16
9004	37	14
8540	37	15
7973	37	15
21422	41	15
10131	35	14
9682	36	13
4606	32	17
23220	36	15
21271	45	12
17358	31	15
12219	38	16
3755	32	16
13024	33	14
18334	33	14
30718	33	15
772	32	15
5556	28	9
27084	27	14
4800	30	15
2846	40	16
24448	31	15
9303	38	14
24715	31	16
22959	40	15
15156	35	15
27972	28	13
23274	31	16
12134	45	15
7892	32	17
31317	29	14
22815	34	13
23759	28	15
21964	35	16
29209	33	14
3347	34	16
7030	34	13
1413	36	15
11813	33	15
19603	31	15
591	34	15
24629	28	14
29344	30	14
31416	30	14
6485	33	15
31227	32	13
16133	27	15
9639	35	13
20594	29	12
29739	32	14
7204	34	15
11387	36	13
23967	31	14
29415	31	15
2922	40	14
384	34	16
17996	34	15
4335	42	16
31587	29	13
23714	31	12
6146	30	12
17849	29	15
25981	31	12
29221	27	11
5191	28	10
29125	28	14
30991	32	14
406	26	12
21442	35	14
1323	36	13
30617	35	14
20737	40	15
9375	36	12
29814	27	12
9806	32	13
26724	30	13
10293	24	13
28596	29	9
30927	27	14
8548	35	15
29670	34	15
4046	36	14
22842	38	15
24383	29	13
14663	28	12
28182	22	12
12643	30	16
770	33	15
14721	27	8
23071	32	14
6497	34	14
28668	32	14
2040	29	14
8657	35	14
20301	40	16
13426	34	15
24618	28	11
8124	28	13
23622	23	9
10900	26	14
4825	31	15
941	33	15
2744	34	15
9648	37	14
20076	38	15
2431	37	14
4574	35	15
32678	24	10
18067	29	16
4660	31	16
6790	34	16
6812	33	15
32554	31	14
21317	41	15
277	30	13
10994	34	15
15968	31	15
4149	32	15
30922	33	14
23928	35	14
27160	32	14
4716	34	14
29767	29	13
11743	27	15
21647	37	15
21315	42	15
30541	37	16
366	33	13
15423	31	14
3164	34	14
13767	37	16
23030	40	15
772	32	15
8756	32	13
9226	34	12
13576	33	17
24702	37	14
7419	30	11
23643	24	13
27493	28	15
5046	32	13
9123	36	14
32177	28	13
9398	38	13
22532	29	13
11575	28	16
26557	30	16
13182	36	15
8496	34	12
23662	34	14
30760	33	15
27980	29	14
25303	36	14
14720	29	13
11548	28	15
21301	44	13
26384	29	14
15928	27	11
20741	35	10
7809	28	14
30800	36	14
26698	32	15
5017	29	14
1445	33	11
25227	32	15
17896	34	16
13334	36	16
19826	32	13
3996	31	15
12432	31	13
8394	30	12
31371	26	12
17127	30	15
10792	33	15
12249	30	12
14108	33	13
14397	34	17
4172	36	14
21819	34	14
16585	31	14
10752	31	15
6631	35	13
31236	31	13
29413	32	15
647	34	14
21248	45	15
22760	37	14
16613	34	14
15555	34	15
2775	34	14
1022	33	15
13588	35	16
14371	38	16
26673	28	13
30660	33	14
18312	33	15
950	35	14
6128	36	15
24420	27	14
8532	38	15
25744	33	15
18918	30	15
28213	29	11
8191	30	16
7022	36	13
28651	31	13
29317	27	14
11573	30	16
11677	33	14
29485	33	14
1430	33	11
16061	25	13
13591	33	16
21448	38	13
31974	30	14
4779	33	15
31728	36	15
26263	34	14
179	29	15
31703	33	14
26352	28	13
9545	37	13
27583	31	14
21133	37	15
29570	30	14
17591	29	13
22609	38	16
23942	38	14
19660	31	15
1396	37	14
32380	27	13
18199	29	15
15392	35	16
29350	28	10
18339	29	15
29353	31	13
30867	29	11
789	27	14
15165	33	14
18025	30	15
6635	36	14
20610	37	15
10454	35	13
15681	32	15
12991	32	14
22842	38	15
13142	31	10
21766	26	13
21977	32	15
32747	28	15
8582	36	10
11507	22	15
2783	34	14
15797	33	15
6096	37	15
26710	32	14
30259	29	12
14980	30	17
8007	35	12
10633	30	15
14359	36	17
16286	34	16
7655	36	15
14628	29	13
18197	29	15
14456	38	16
9245	36	12
11633	27	15
18846	29	9
13774	30	14
13194	32	12
9760	27	13
13041	34	15
9970	29	11
25348	32	14
28732	27	14
10046	34	15
15717	35	15
989	34	13
9822	31	12
27403	32	14
11940	27	15
11368	32	13
8481	28	14
25048	34	12
18500	28	15
19386	32	15
19413	31	12
24574	29	14
2625	27	13
10926	36	15
12664	32	15
21469	42	14
15252	31	15
32300	31	14
21986	39	15
2614	34	15
11523	27	15
28330	32	13
12095	38	16
4566	36	13
7741	33	12
14578	34	14
21442	37	14
629	33	15
31014	32	15
19494	33	14
12184	32	14
10973	37	15
22384	34	15
2306	24	6
22299	25	15
27215	32	15
1643	32	10
1634	27	13
18761	25	16
14626	30	13
32030	29	14
32516	30	14
13940	28	14
9389	37	11
30870	28	13
19598	28	15
7994	37	13
16999	27	14
12926	33	14
5075	26	12
24504	30	15
24141	31	14
26096	35	14
1618	31	13
31483	31	14
26756	27	12
5771	24	12
23807	21	13
15031	31	14
26176	30	13
19910	27	13
28743	27	15
30524	27	13
27108	33	14
17027	28	16
4430	41	16
7077	35	14
22123	30	15
7912	33	12
2171	31	14
14931	29	15
29190	33	13
22634	35	15
23862	32	14
17818	26	15
3078	33	13
20010	34	13
19184	24	14
16569	32	14
14845	35	15
8581	37	14
1892	27	12
32016	29	14
28704	23	11
31974	28	14
15901	30	15
14221	39	15
30960	32	13
15583	31	15
25913	34	15
10856	36	16
4122	36	15
12153	41	16
20332	39	14
26384	30	14
9371	32	13
24008	28	11
8008	31	14
3173	33	15
1575	33	12
5058	30	11
32699	26	15
11559	30	16
460	32	14
6737	31	14
17881	34	15
31406	32	13
12755	29	15
22438	35	16
24539	36	15
2012	30	14
1255	37	15
18897	30	14
